Registration Group Number,Registration Group Name,Support Category Number,Support Category Name,Support Item Number,Support Item Name,Unit,Quote,"Price Limit:  NT - SA 
TAS-WA
(MMM 1-5)   ","Price Limit: ACT - NSW
QLD - VIC
(MMM 1-5)   ","Price Limit:  National
Non-Remote
(MMM 1-5)   ","Price Limit:  National Remote
(MMM 6)   ","Price Limit:  National Very Remote
(MMM 7)   "
124,Communication And Information Equipment,5,Assistive technology,05_502200312_0124_1_2,Communication Equipment Or ECU Repairs,E,N,,,,,
113,Vision Equipment,5,Assistive technology,05_502218315_0113_1_2,Vision Equipment Repair,E,N,,,,,
112,Assistive Equipment For Recreation,5,Assistive technology,05_503000316_0112_1_2,Specialised Recreation Equipment Repairs,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_700912325_0103_1_2,Toilet And Bathroom Equipment Delivery - Set Up/Training,H,N,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_701206326_0105_1_2,Walking Equipment Delivery - Set Up/Training,E,N,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_701236327_0105_1_2,Transfer Equipment Delivery - Set Up/Training,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_701809328_0103_1_2,Seating/Standing Frame Equipment Delivery To A Participant,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_701809338_0103_1_2,Seating/Standing Frame Equipment Delivery - Set Up/Training,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_701812329_0103_1_2,Bed/Mattress Equipment Delivery - Set Up/Training,E,N,,,,,
113,Vision Equipment,5,Assistive technology,05_702218330_0113_1_2,Vision Equipment Delivery - Set Up/Training,E,N,,,,,
124,Communication And Information Equipment,5,Assistive technology,05_702288440_0124_1_2,Programming/Customisation Of Electronic Equipment,H,N,,,,,
123,Assistive Products For Household Tasks,5,Assistive technology,05_702413331_0123_1_2,ECU Equipment Delivery - Set Up/Training,E,N,,,,,
112,Home Modification Design And Construction,5,Assistive technology,05_703000332_0112_1_2,Recreation Equipment Delivery - Set Up/Training,E,N,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_705012333_0105_1_2,Mobility Equipment Delivery - Set Up/Training,E,N,,,,,
103,Home Modification Design And Construction,5,Assistive technology,05_710912335_0103_1_2,Toilet And Bathroom Equipment Delivery,E,N,,,,,
105,Home Modification Design And Construction,5,Assistive technology,05_711206336_0105_1_2,Walking Equipment Delivery To A Participant,E,N,,,,,
105,Home Modification Design And Construction,5,Assistive technology,05_711236337_0105_1_2,Transfer Equipment Delivery To A Participant,E,N,,,,,
103,Home Modification Design And Construction,5,Assistive technology,05_711812339_0103_1_2,Bed/Mattress Equipment Delivery To A Participant,E,N,,,,,
113,Home Modification Design And Construction,5,Assistive technology,05_712218340_0113_1_2,Vision Equipment Delivery To A Participant,E,N,,,,,
123,Home Modification Design And Construction,5,Assistive technology,05_712413341_0123_1_2,ECU Equipment Delivery To A Participant,E,N,,,,,
112,Home Modification Design And Construction,5,Assistive technology,05_713000342_0112_1_2,Recreation Equipment Delivery To A Participant,E,N,,,,,
105,Home Modification Design And Construction,5,Assistive technology,05_715012343_0105_1_2,Mobility Equipment Delivery,E,N,,,,,
103,Home Modification Design And Construction,5,Assistive technology,05_718888439_0103_1_2,General Satchel/Post Delivery Of Equipment To A Participant,E,N,,,,,
103,Home Modification Design And Construction,5,Assistive technology,05_801288434_0103_1_2,Flexible Equipment Package (FOR Changing Need) - Annual Amount,E,Y,,,,,
130,Home Modification Design And Construction,5,Assistive technology,05_900101111_0130_1_2,Assistance Dog (Including Dog Guide),E,Y,,,,,
111,Home Modification Design And Construction,6,Home modifications,06_121703375_0111_2_2,HM - Stair Climber for Wheelchair - Attendant directed,E,Y,,,,,
111,Home Modification Design And Construction,5,Assistive technology,06_180000111_0111_1_2,Assistive Products And Accessories Relating To HM And Access,E,N,,,,,
111,Home Modification Design And Construction,6,Home modifications,06_180000111_0111_2_2,"HM Rental - Bathroom, Toilet, Ramp",E,N,,,,,
111,Home Modification Design And Construction,6,Home modifications,06_180000211_0111_1_2,HM - Assistive Products and Accessories Relating to HM and Access ,E,N,,,,,
111,Home Modification Design And Construction,6,Home modifications,06_181806381_0111_2_2,HM - Rails - Internal Supply & Install,E,N,,,,,
111,Home Modification Design And Construction,6,Home modifications,06_181806382_0111_2_2,HM - Rails - External Supply & Install,E,N,,,,,
111,Assistive Products For Personal Care And Safety,6,Home modifications,06_182400121_0111_2_2,HM - Access - Minor Door or  Step Modification,E,N,,,,,
111,Home Modification Design And Construction,6,Home modifications,06_182400221_0111_2_2,HM - Kitchen or Laundry - No Structural Work,E,Y,,,,,
111,Home Modification Design And Construction,6,Home modifications,06_182400321_0111_2_2,HM - Bathroom/Toilet - No structural work,E,Y,,,,,
111,Home Modification Design And Construction,6,Home modifications,06_182488377_0111_2_2,HM - Bathroom/Toilet - Structural work,E,Y,,,,,
111,Home Modification Design And Construction,6,Home modifications,06_182488378_0111_2_2,HM - Kitchen or Laundry - Structural Work,E,Y,,,,,
111,Home Modification Design And Construction,6,Home modifications,06_182490112_0111_2_2,HM - Building Works Project Management,E,Y,,,,,
111,Home Modification Design And Construction,6,Home modifications,06_182495121_0111_2_2,CHM - Deposit,E,Y,,,,,
111,Home Modification Design And Construction,6,Home modifications,06_182495221_0111_2_2,CHM - Progress Stage,E,Y,,,,,
111,Home Modification Design And Construction,6,Home modifications,06_182495321_0111_2_2,CHM - Practical Completion,E,Y,,,,,
111,Home Modification Design And Construction,6,Home modifications,06_182495421_0111_2_2,HM - Certification and Compliance Approval,E,Y,,,,,
111,Home Modification Design And Construction,6,Home modifications,06_182499311_0111_2_2,HM - Design Consultation with Builder,E,N,,,,,
111,Home Modification Design And Construction,6,Home modifications,06_183003384_0111_2_2,HM - Elevator ,E,Y,,,,,
111,Home Modification Design And Construction,6,Home modifications,06_183010387_0111_2_2,HM - Stair Climber or Stair / Platform Lift ,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,6,Home modifications,06_183015111_0103_2_2,HM - Ramp - Portable Fibreglass,E,N,,,,,
111,Home Modification Design And Construction,6,Home modifications,06_183018396_0111_2_2,HM - Ramp - Timber with Galvanised Rails,E,Y,,,,,
111,Home Modification Design And Construction,6,Home modifications,06_183018397_0111_2_2,HM - Ramp - Concrete with Galvanised Rails,E,Y,,,,,
111,Home Modification Design And Construction,6,Home modifications,06_183018398_0111_2_2,HM - Ramp - Aluminium Modular/Removable,E,Y,,,,,
111,Home Modification Design And Construction,6,Home modifications,06_183018400_0111_2_2,HM - Ramp - Aluminium Modular/Removable  with Landing,E,Y,,,,,
111,Home Modification Design And Construction,6,Home modifications,06_183018403_0111_2_2,HM - Access -  Entrance/Ramp,E,N,,,,,
131,Specialised Disability Accommodation,6,Home modifications,06_431_0131_2_2,Specialist Disability Accommodation (SDA),E,Y,,,,,
131,Specialised Disability Accommodation,6,Home modifications,06_432_0131_2_2,SDA Vacancy - Person-Specific Adjustment,E,Y,,,,,
106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,Support Coordination,07_001_0106_8_3,Level 1: Support Connection,H,N,,,$61.76,$86.46,$92.64
106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,Support Coordination,07_002_0106_8_3,Level 2: Coordination Of Supports,H,N,,,$100.14,$140.19,$150.21
117,Development Of Daily Living And Life Skills,7,Support Coordination,07_003_0117_8_3,CB and Training in Plan and Financial Management by a Support Coordinator,H,N,,,$61.76,$86.46,$92.64
132,Support Coordination,7,Support Coordination,07_004_0132_8_3,Level 3: Specialist Support Coordination,H,N,,,$190.54,$266.75,$285.80
106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,Support Coordination,07_101_0106_6_3,Psychosocial Recovery Coaching - Weekday Daytime,H,N,,,$80.90,$113.26,$121.35
106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,Support Coordination,07_102_0106_6_3,Psychosocial Recovery Coaching - Weekday Evening,H,N,,,$89.05,$124.67,$133.58
106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,Support Coordination,07_103_0106_6_3,Psychosocial Recovery Coaching - Weekday Night,H,N,,,$90.68,$126.95,$136.02
106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,Support Coordination,07_104_0106_6_3,Psychosocial Recovery Coaching - Saturday,H,N,,,$113.49,$158.89,$170.24
106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,Support Coordination,07_105_0106_6_3,Psychosocial Recovery Coaching - Sunday,H,N,,,$146.08,$204.51,$219.12
106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,Support Coordination,07_106_0106_6_3,Psychosocial Recovery Coaching - Public Holiday,H,N,,,$178.68,$250.15,$268.02
106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,Support Coordination,07_501_0106_6_3,Activity Based Transport,E,N,,,,,
106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,Support Coordination,07_799_0106_6_3,Provider travel - non-labour costs,E,N,,,,,
117,Development Of Daily Living And Life Skills,7,Support Coordination,07_799_0117_8_3,Provider travel - non-labour costs,E,N,,,,,
132,Support Coordination,7,Support Coordination,07_799_0132_8_3,Provider travel - non-labour costs,E,N,,,,,
106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",8,Improved living arrangements,08_005_0106_2_3,Assistance With Accommodation And Tenancy Obligations,H,N,,,$61.76,$86.46,$92.64
106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",8,Improved living arrangements,08_590_0106_2_3,Activity Based Transport,E,N,,,,,
106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",8,Improved living arrangements,08_799_0106_2_3,Provider travel - non-labour costs,E,N,,,,,
106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",9,Increased social and community participation,09_006_0106_6_3,Life Transition Planning Incl. Mentoring Peer-Support And Indiv Skill Develop,H,N,,,$61.76,$86.46,$92.64
116,Innovative Community Participation,9,Increased social and community participation,09_008_0116_6_3,Innovative Community Participation,E,N,,,,,
117,Development Of Daily Living And Life Skills,9,Increased social and community participation,09_009_0117_6_3,Skills Development And Training,H,N,,,$61.76,$86.46,$92.64
125,"Participation In Community, Social And Civic Activities",9,Increased social and community participation,09_011_0125_6_3,Community Participation Activities,E,N,,,,,
106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",9,Increased social and community participation,09_590_0106_6_3,Activity Based Transport,E,N,,,,,
117,Development Of Daily Living And Life Skills,9,Increased social and community participation,09_591_0117_6_3,Activity Based Transport,E,N,,,,,
106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",9,Increased social and community participation,09_799_0106_6_3,Provider travel - non-labour costs,E,N,,,,,
117,Development Of Daily Living And Life Skills,9,Increased social and community participation,09_799_0117_6_3,Provider travel - non-labour costs,E,N,,,,,
128,Therapeutic Supports,10,Finding and keeping a job,10_011_0128_5_3,Employment Related Assessment And Counselling,H,N,,,$193.99,$271.59,$290.99
102,Assistance to Access and Maintain Employment or higher education,10,Finding and keeping a job,10_016_0102_5_3,Employment Support,H,N,,,$61.76,$86.46,$92.64
102,Assistance to Access and Maintain Employment or higher education,10,Finding and keeping a job,10_021_0102_5_3,School Leaver Employment Supports,E,N,,,,,
102,Assistance to Access and Maintain Employment or higher education,10,Finding and keeping a job,10_590_0102_5_3,Activity Based Transport,E,N,,,,,
133,Specialised Supported Employment,10,Finding and keeping a job,10_590_0133_5_3,Activity Based Transport,E,N,,,,,
133,Specialised Supported Employment,10,Finding and keeping a job,10_599_0133_5_3,Centre Capital Cost,H,N,,,$2.15,$3.00,$3.22
102,Assistance to Access and Maintain Employment or higher education,10,Finding and keeping a job,10_799_0102_5_3,Provider travel - non-labour costs,E,N,,,,,
128,Therapeutic Supports,10,Finding and keeping a job,10_799_0128_5_3,Provider travel - non-labour costs,E,N,,,,,
133,Specialised Supported Employment,10,Finding and keeping a job,10_799_0133_5_3,Provider travel - non-labour costs,E,N,,,,,
133,Specialised Supported Employment,10,Finding and keeping a job,10_801_0133_5_1_D,Supports in Employment - Weekday Daytime,H,N,,,$54.30,$76.02,$81.45
133,Specialised Supported Employment,10,Finding and keeping a job,10_801_0133_5_1_T_D,Supports in Employment - Weekday Daytime - TTP,H,N,,,$57.56,$80.58,$86.34
133,Specialised Supported Employment,10,Finding and keeping a job,10_802_0133_5_1_D,Supports In Employment - Weekday Evening,H,N,,,$59.77,$83.68,$89.66
133,Specialised Supported Employment,10,Finding and keeping a job,10_802_0133_5_1_T_D,Supports In Employment - Weekday Evening - TTP,H,N,,,$63.36,$88.70,$95.04
133,Specialised Supported Employment,10,Finding and keeping a job,10_803_0133_5_1_D,Supports In Employment - Saturday,H,N,,,$76.18,$106.65,$114.27
133,Specialised Supported Employment,10,Finding and keeping a job,10_803_0133_5_1_T_D,Supports In Employment - Saturday - TTP,H,N,,,$80.75,$113.05,$121.13
133,Specialised Supported Employment,10,Finding and keeping a job,10_804_0133_5_1_D,Supports In Employment - Sunday,H,N,,,$98.06,$137.28,$147.09
133,Specialised Supported Employment,10,Finding and keeping a job,10_804_0133_5_1_T_D,Supports In Employment - Sunday - TTP,H,N,,,$103.94,$145.52,$155.91
133,Specialised Supported Employment,10,Finding and keeping a job,10_805_0133_5_1_D,Supports In Employment - Public Holiday,H,N,,,$119.94,$167.92,$179.91
133,Specialised Supported Employment,10,Finding and keeping a job,10_805_0133_5_1_T_D,Supports In Employment - Public Holiday - TTP,H,N,,,$127.14,$178.00,$190.71
110,Specialist Positive Behaviour Support,11,Improved relationships,11_022_0110_7_3,Specialist Behavioural Intervention Support,H,N,$234.83,$214.41,,$328.76,$352.25
110,Specialist Positive Behaviour Support,11,Improved relationships,11_023_0110_7_3,Behaviour Management Plan Incl. Training In Behaviour Management Strategies,H,N,,,$193.99,$271.59,$290.99
117,Development Of Daily Living And Life Skills,11,Improved relationships,11_024_0117_7_3,Individual Social Skills Development,H,N,,,$61.76,$86.46,$92.64
117,Development Of Daily Living And Life Skills,11,Improved relationships,11_590_0117_7_3,Activity Based Transport,E,N,,,,,
110,Specialist Positive Behaviour Support,11,Improved relationships,11_799_0110_7_3,Provider travel - non-labour costs,E,N,,,,,
117,Development Of Daily Living And Life Skills,11,Improved relationships,11_799_0117_7_3,Provider travel - non-labour costs,E,N,,,,,
128,Therapeutic Supports,12,Improved health and wellbeing,12_025_0128_3_3,Dietitian Consultation And Diet Plan Development,H,N,,,$193.99,$271.59,$290.99
126,Exercise Physiology & Personal Well-being Activities,12,Improved health and wellbeing,12_027_0126_3_3,Exercise Physiology,H,N,,,$166.99,$233.79,$250.49
128,Therapeutic Supports,12,Improved health and wellbeing,12_027_0128_3_3,Exercise Physiology,H,N,,,$166.99,$233.79,$250.49
126,Exercise Physiology & Personal Well-being Activities,12,Improved health and wellbeing,12_029_0126_3_3,Personal Training,H,N,,,$58.10,$81.34,$87.15
126,Exercise Physiology & Personal Well-being Activities,12,Improved health and wellbeing,12_799_0126_3_3,Provider travel - non-labour costs,E,N,,,,,
128,Therapeutic Supports,12,Improved health and wellbeing,12_799_0128_3_3,Provider travel - non-labour costs,E,N,,,,,
102,Assistance to Access and Maintain Employment or higher education,13,Improved learning,13_030_0102_4_3,Transition Through School And To Further Education,H,N,,,$61.76,$86.46,$92.64
102,Assistance to Access and Maintain Employment or higher education,13,Improved learning,13_590_0102_4_3,Activity Based Transport,E,N,,,,,
102,Assistance to Access and Maintain Employment or higher education,13,Improved learning,13_799_0102_4_3,Provider travel - non-labour costs,E,N,,,,,
127,Management of Funding for Supports,14,Improved life choices ,14_031_0127_8_3,CB and Training in Plan and Financial Management by a Plan Manager,H,N,,,$61.76,$86.46,$92.64
127,Management of Funding for Supports,14,Improved life choices ,14_033_0127_8_3,Plan Management And Financial Capacity Building - Set Up Costs,E,N,,,$232.35,$325.29,$348.54
127,Management of Funding for Supports,14,Improved life choices ,14_034_0127_8_3,Plan Management - Financial Administration,MON,N,,,$104.45,$146.23,$156.67
127,Management of Funding for Supports,14,Improved life choices ,14_799_0127_8_3,Provider travel - non-labour costs,E,N,,,,,
118,Early Intervention Supports For Early Childhood,15,Improved daily living skills,15_001_0118_1_3,Capacity Building Supports For Early Childhood Interventions - Psychology,H,N,$234.83,$214.41,,$328.76,$352.25
118,Early Intervention Supports For Early Childhood,15,Improved daily living skills,15_003_0118_1_3,Capacity Building Supports For Early Childhood Interventions - Physiotherapy,H,N,$224.62,$193.99,,$314.47,$336.93
118,Early Intervention Supports For Early Childhood,15,Improved daily living skills,15_005_0118_1_3,Capacity Building Supports For Early Childhood Interventions - Other Therapy,H,N,,,$193.99,$271.59,$290.99
118,Early Intervention Supports For Early Childhood,15,Improved daily living skills,15_007_0118_1_3,Capacity Building Supports For Early Childhood - Allied Health Assistant Level 1,H,N,,,$56.16,$78.62,$84.24
118,Early Intervention Supports For Early Childhood,15,Improved daily living skills,15_008_0118_1_3,Capacity Building Supports For Early Childhood - Allied Health Assistant Level 2,H,N,,,$86.79,$121.51,$130.19
106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",15,Improved daily living skills,15_035_0106_1_3,Assistance With Decision Making Daily Planning and Budgeting,H,N,,,$54.30,$76.02,$81.45
114,Community Nursing Care,15,Improved daily living skills,15_036_0114_1_3,Individual Assessment And Support By A Nurse,H,N,,,$124.05,$173.67,$186.08
117,Development Of Daily Living And Life Skills,15,Improved daily living skills,15_037_0117_1_3,Individual Skill Development And Training Including Public Transport Training,H,N,,,$54.30,$76.02,$81.45
117,Development Of Daily Living And Life Skills,15,Improved daily living skills,15_038_0117_1_3,Training For Carers/Parents,H,N,,,$61.76,$86.46,$92.64
128,Therapeutic Supports,15,Improved daily living skills,15_043_0128_1_3,Counselling,H,N,,,$156.16,$218.62,$234.24
128,Therapeutic Supports,15,Improved daily living skills,15_045_0128_1_3,Community Engagement Assistance,H,N,,,$44.40,$62.16,$66.60
129,Specialised Driver Training,15,Improved daily living skills,15_046_0129_1_3,Specialised Driver Training,E,Y,,,,,
135,Customised Prosthetics,15,Improved daily living skills,15_047_0135_1_3,Selection And/or Manufacture Of Customised Or Wearable Technology,H,N,,,$193.99,$271.59,$290.99
128,Therapeutic Supports,15,Improved daily living skills,15_049_0128_1_3,Multidisciplinary Team,E,N,,,,,
114,Community Nursing Care,15,Improved daily living skills,15_051_0114_1_3,Community Nursing Care For Continence Aid,H,N,,,$124.05,$173.67,$186.08
128,Therapeutic Supports,15,Improved daily living skills,15_052_0128_1_3,Therapy Assistant - Level 1,H,N,,,$56.16,$78.62,$84.24
128,Therapeutic Supports,15,Improved daily living skills,15_053_0128_1_3,Therapy Assistant - Level 2,H,N,,,$86.79,$121.51,$130.19
128,Therapeutic Supports,15,Improved daily living skills,15_054_0128_1_3,Assessment Recommendation Therapy And/or Training (Incl. AT) - Psychology,H,N,$234.83,$214.41,,$328.76,$352.25
128,Therapeutic Supports,15,Improved daily living skills,15_055_0128_1_3,Assessment Recommendation Therapy And/or Training (Incl. AT) - Physiotherapy,H,N,$224.62,$193.99,,$314.47,$336.93
128,Therapeutic Supports,15,Improved daily living skills,15_056_0128_1_3,Assessment Recommendation Therapy And/or Training (Incl. AT) - Other Therapy,H,N,,,$193.99,$271.59,$290.99
128,Therapeutic Supports,15,Improved daily living skills,15_062_0128_3_3,Dietitian Consultation And Diet Plan Development,H,N,,,$193.99,$271.59,$290.99
126,Exercise Physiology & Personal Well-being Activities,15,Improved daily living skills,15_200_0126_1_3,Exercise Physiology,H,N,,,$166.99,$233.79,$250.49
128,Therapeutic Supports,15,Improved daily living skills,15_200_0128_1_3,Exercise Physiology,H,N,,,$166.99,$233.79,$250.49
124,Communication And Information Equipment,15,Improved daily living skills,15_222400911_0124_1_3,Low Cost AT to support Capacity Building support delivery,E,N,,,,,
114,Community Nursing Care,15,Improved daily living skills,15_400_0114_1_3,Delivery Of Health Supports By An Enrolled Nurse - Weekday Daytime,H,N,,,$86.62,$121.27,$129.93
114,Community Nursing Care,15,Improved daily living skills,15_401_0114_1_3,Delivery Of Health Supports By An Enrolled Nurse - Weekday Evening,H,N,,,$95.55,$133.77,$143.33
114,Community Nursing Care,15,Improved daily living skills,15_402_0114_1_3,Delivery Of Health Supports By An Enrolled Nurse - Saturday,H,N,,,$123.57,$173.00,$185.36
114,Community Nursing Care,15,Improved daily living skills,15_403_0114_1_3,Delivery Of Health Supports By An Enrolled Nurse - Sunday,H,N,,,$142.05,$198.87,$213.08
114,Community Nursing Care,15,Improved daily living skills,15_404_0114_1_3,Delivery Of Health Supports By An Enrolled Nurse - Public Holiday,H,N,,,$160.52,$224.73,$240.78
114,Community Nursing Care,15,Improved daily living skills,15_405_0114_1_3,Delivery Of Health Supports By An Enrolled Nurse - Weekday Night,H,N,,,$97.33,$136.26,$146.00
114,Community Nursing Care,15,Improved daily living skills,15_406_0114_1_3,Delivery Of Health Supports By A Registered Nurse - Weekday Daytime,H,N,,,$107.25,$150.15,$160.88
114,Community Nursing Care,15,Improved daily living skills,15_407_0114_1_3,Delivery Of Health Supports By A Registered Nurse - Weekday Evening,H,N,,,$118.31,$165.63,$177.47
114,Community Nursing Care,15,Improved daily living skills,15_408_0114_1_3,Delivery Of Health Supports By A Registered Nurse - Saturday,H,N,,,$153.05,$214.27,$229.58
114,Community Nursing Care,15,Improved daily living skills,15_409_0114_1_3,Delivery Of Health Supports By A Registered Nurse - Sunday,H,N,,,$175.95,$246.33,$263.93
114,Community Nursing Care,15,Improved daily living skills,15_410_0114_1_3,Delivery Of Health Supports By A Registered Nurse - Public Holiday,H,N,,,$198.85,$278.39,$298.28
114,Community Nursing Care,15,Improved daily living skills,15_411_0114_1_3,Delivery Of Health Supports By A Registered Nurse - Weekday Night,H,N,,,$120.51,$168.71,$180.77
114,Community Nursing Care,15,Improved daily living skills,15_412_0114_1_3,Delivery Of Health Supports By A Clinical Nurse - Weekday Daytime,H,N,,,$124.05,$173.67,$186.08
114,Community Nursing Care,15,Improved daily living skills,15_413_0114_1_3,Delivery Of Health Supports By A Clinical Nurse - Weekday Evening,H,N,,,$136.84,$191.58,$205.26
114,Community Nursing Care,15,Improved daily living skills,15_414_0114_1_3,Delivery Of Health Supports By A Clinical Nurse - Saturday,H,N,,,$177.03,$247.84,$265.55
114,Community Nursing Care,15,Improved daily living skills,15_415_0114_1_3,Delivery Of Health Supports By A Clinical Nurse - Sunday,H,N,,,$203.53,$284.94,$305.30
114,Community Nursing Care,15,Improved daily living skills,15_416_0114_1_3,Delivery Of Health Supports By A Clinical Nurse - Public Holiday,H,N,,,$230.02,$322.03,$345.03
114,Community Nursing Care,15,Improved daily living skills,15_417_0114_1_3,Delivery Of Health Supports By A Clinical Nurse - Weekday Night,H,N,,,$139.40,$195.16,$209.10
114,Community Nursing Care,15,Improved daily living skills,15_418_0114_1_3,Delivery Of Health Supports By A Clinical Nurse Consultant - Weekday Daytime,H,N,,,$146.72,$205.41,$220.08
114,Community Nursing Care,15,Improved daily living skills,15_419_0114_1_3,Delivery Of Health Supports By A Clinical Nurse Consultant - Weekday Evening,H,N,,,$161.86,$226.60,$242.79
114,Community Nursing Care,15,Improved daily living skills,15_420_0114_1_3,Delivery Of Health Supports By A Clinical Nurse Consultant - Saturday,H,N,,,$209.47,$293.26,$314.21
114,Community Nursing Care,15,Improved daily living skills,15_421_0114_1_3,Delivery Of Health Supports By A Clinical Nurse Consultant - Sunday,H,N,,,$240.84,$337.18,$361.26
114,Community Nursing Care,15,Improved daily living skills,15_422_0114_1_3,Delivery Of Health Supports By A Clinical Nurse Consultant - Public Holiday,H,N,,,$272.21,$381.09,$408.32
114,Community Nursing Care,15,Improved daily living skills,15_423_0114_1_3,Delivery Of Health Supports by an Clinical Nurse Consultant - Weekday Night,H,N,,,$164.88,$230.83,$247.32
114,Community Nursing Care,15,Improved daily living skills,15_424_0114_1_3,Delivery Of Health Supports By A Nurse Practitioner - Weekday Daytime,H,N,,,$153.39,$214.75,$230.09
114,Community Nursing Care,15,Improved daily living skills,15_425_0114_1_3,Delivery Of Health Supports By A Nurse Practitioner - Weekday Evening,H,N,,,$169.21,$236.89,$253.82
114,Community Nursing Care,15,Improved daily living skills,15_426_0114_1_3,Delivery Of Health Supports By A Nurse Practitioner - Saturday,H,N,,,$219.00,$306.60,$328.50
114,Community Nursing Care,15,Improved daily living skills,15_427_0114_1_3,Delivery Of Health Supports By A Nurse Practitioner - Sunday,H,N,,,$251.81,$352.53,$377.72
114,Community Nursing Care,15,Improved daily living skills,15_428_0114_1_3,Delivery Of Health Supports By A Nurse Practitioner - Public Holiday,H,N,,,$284.61,$398.45,$426.92
114,Community Nursing Care,15,Improved daily living skills,15_429_0114_1_3,Delivery Of Health Supports By A Nurse Practitioner - Weekday Night,H,N,,,$172.37,$241.32,$258.56
119,Specialised Hearing Services (Equipment Special Assess Setup),15,Improved daily living skills,15_501_0119_1_3,Audiologist hearing services,H,N,,,$193.99,$271.59,$290.99
134,Hearing Services,15,Improved daily living skills,15_502_0134_1_3,Audiologist hearing services,H,N,,,$193.99,$271.59,$290.99
134,Hearing Services,15,Improved daily living skills,15_503_0134_1_3,Audiometrist hearing services,H,N,,,$166.83,$233.56,$250.25
106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",15,Improved daily living skills,15_799_0106_1_3,Provider travel - non-labour costs,E,N,,,,,
114,Community Nursing Care,15,Improved daily living skills,15_799_0114_1_3,Provider travel - non-labour costs,E,N,,,,,
117,Development Of Daily Living And Life Skills,15,Improved daily living skills,15_799_0117_1_3,Provider travel - non-labour costs,E,N,,,,,
118,Early Intervention Supports For Early Childhood,15,Improved daily living skills,15_799_0118_1_3,Provider travel - non-labour costs,E,N,,,,,
119,Specialised Hearing Services (Equipment Special Assess Setup),15,Improved daily living skills,15_799_0119_1_3,Provider travel - non-labour costs,E,N,,,,,
126,Exercise Physiology & Personal Well-being Activities,15,Improved daily living skills,15_799_0126_1_3,Provider travel - non-labour costs,E,N,,,,,
128,Therapeutic Supports,15,Improved daily living skills,15_799_0128_1_3,Provider travel - non-labour costs,E,N,,,,,
134,Hearing Services,15,Improved daily living skills,15_799_0134_1_3,Provider travel - non-labour costs,E,N,,,,,
135,Customised Prosthetics,15,Improved daily living skills,15_799_0135_1_3,Provider travel - non-labour costs,E,N,,,,,
